"","logFC","logCPM","PValue","FDR"
"CNKSR2|22866",-2.33998011997205,-0.605031788065219,1.56628352258914e-78,9.47258741843305e-77
"HGF|3082",1.7347685707289,2.32739610287798,2.19534145724629e-78,1.32324574681402e-76
"PDZRN4|29951",-2.18054887147969,0.422833601245839,2.20538293083023e-78,1.32485244828002e-76
"INSRR|3645",2.25736257611103,-2.48263778119742,3.46216630814154e-78,2.07291437422794e-76
"UNC5A|90249",1.7544022063133,1.17675200308951,2.60652236844106e-77,1.55542706916739e-75
"CALN1|83698",-2.26293665266114,0.194840982280547,4.44221810064864e-77,2.64209011668381e-75
"CPA5|93979",2.11195951274494,-2.05291970307168,4.91276929927662e-77,2.91231558262728e-75
"LIX1|167410",1.82925349292232,-0.857950385580844,9.45173957606441e-77,5.58461007451542e-75
"SPINK1|6690",1.69835699536331,6.37659365742115,1.34848104754455e-76,7.94144805770332e-75
"IFNK|56832",-2.71907899985551,-1.5813515641264,1.66479011032886e-76,9.77220913781929e-75
"TEX11|56159",-2.27090665401593,-0.33413864418928,2.01994613633909e-76,1.18183298048608e-74
"PCDH11X|27328",-2.65447466181143,-1.62496859680369,5.7742352962251e-76,3.36742903866218e-74
"RAB3C|115827",1.87077246580609,-1.02736257812247,7.46378846281071e-76,4.33865917051799e-74
"FOLH1|2346",1.69603027528568,2.66690594622412,2.13637345799573e-75,1.23785613072643e-73
"C4orf40|401137",-2.68807923383324,-1.51932734774477,2.25473229720551e-75,1.30094909421463e-73
"EPO|2056",-2.47933304609988,-1.03004097488147,2.25974901121793e-75,1.30094909421463e-73
"C20orf56|140828",1.68770550152292,4.16834012610995,2.97036029217862e-75,1.70458822901317e-73
"IFLTD1|160492",-2.75897806817099,-1.77104009581408,6.74438792431783e-75,3.85804764001901e-73
"OPRK1|4986",-2.18300915389606,-0.0590589164766754,1.56774900975375e-74,8.93965324228472e-73
"C16orf89|146556",-2.11373074396431,0.779441761400861,2.20807756244665e-74,1.25511041698312e-72
"FAM71E2|284418",-2.27544711413825,-0.69507673502702,3.99616669051275e-74,2.26432637523628e-72
"C2orf82|389084",-2.06420181217859,0.618818720064376,5.43159874136782e-74,3.06799926391348e-72
"COL19A1|1310",-2.29478621901514,-0.666093680966831,6.8212042371002e-74,3.84082979645122e-72
"NR0B1|190",-2.07817065210146,0.722786749640458,1.27038528870096e-73,7.13083142363959e-72
"TNN|63923",1.7172363241197,0.588397521351221,1.3836275607909e-73,7.74227982770286e-72
"CYP2A6|1548",1.79161904953867,-0.941148148867646,2.20715278260413e-73,1.23120740003526e-71
"C6orf58|352999",-2.02493124206237,2.59429623273293,2.21881694721799e-73,1.23388204352723e-71
"MACROD2|140733",1.67453779690732,2.4397065860264,5.2444206195204e-73,2.9074161471551e-71
"VIP|7432",-2.39459340880365,-1.12302196182852,8.54130603911219e-73,4.72058274075487e-71
"BAI1|575",-1.99756571104743,3.16405491118758,9.42426368394355e-73,5.19259583714705e-71
"SPINK4|27290",1.66555825275346,3.23743848709876,1.17693061195021e-72,6.4648402605045e-71
"PRH2|5555",1.81583631373248,-0.340549979764832,1.24878645895688e-72,6.83536057478474e-71
"NKX6-2|84504",2.09270160274916,-2.20512396211037,1.25199511697148e-72,6.83536057478474e-71
"C6orf142|90523",1.71725617754125,0.452891183951084,1.34168204574442e-72,7.30281603201858e-71
"SYN3|8224",1.73641424573065,-0.461984540735332,1.72084819695923e-72,9.33833091050804e-71
"GIF|2694",-1.98368496595339,2.96834650798398,2.11853078683574e-72,1.14617620461276e-70
"CYP3A7|1551",-2.14472559037983,-0.104141190706419,2.18753324526041e-72,1.17995411865968e-70
"PTX4|390667",-2.7716664874451,-2.01297791285596,2.54442144373675e-72,1.36835023869459e-70
"XKR7|343702",2.10999886459157,-2.49131677601764,3.15877718888913e-72,1.69367032438288e-70
"NCRNA00162|378825",-2.24257854292402,-0.677063553438718,1.35536906478193e-71,7.24557712548008e-70
"DPPA4|55211",-2.88778001936549,-2.19261708026285,1.82401551574954e-71,9.72194857385555e-70
"CD5L|922",2.33944674290491,-2.94632485942974,2.62231891071318e-71,1.39355302586479e-69
"ADH4|127",1.68647037494639,0.501806642525041,8.22402006893748e-71,4.35751765422581e-69
"CYP17A1|1586",1.67308287273707,0.480183784107481,1.49109217267188e-70,7.87735223692128e-69
"TRIM50|135892",-2.23884352847266,-0.754008976522388,2.08925800112807e-70,1.10050593009567e-68
"XAGE1D|9503",-2.08626257154762,-0.060399546487775,5.84408958944477e-70,3.0693431931464e-68
"GFRA1|2674",-1.94285508926953,3.82605126630178,7.63713559439651e-70,3.99936529290233e-68
"SEMG2|6407",2.08485634631359,-2.37166252196878,1.18631058153838e-69,6.19433449581173e-68
"GCK|2645",1.83240425262631,-1.42788184420638,1.361663146094e-69,7.0893314290262e-68
"LOXL4|84171",-1.92665558923233,4.2278536697285,3.20708838932986e-69,1.66490524997523e-67
"RBP4|5950",1.6188276477007,3.88217607302213,3.76372719263995e-69,1.948244029804e-67
"IL17A|3605",1.91730073645452,-1.84689771652463,3.79709259121031e-69,1.95986715871608e-67
"SLC13A2|9058",1.6340857910871,2.06134193067198,3.88218800466163e-69,1.99804759139634e-67
"SALL3|27164",-2.18652162858969,-0.388742874087172,3.96619117761353e-69,2.03544931235126e-67
"NR0B2|8431",1.61931799004567,2.97232661599504,9.46365686450595e-69,4.8429118119731e-67
"ST8SIA3|51046",-2.20371735988087,-0.856574950950792,1.09734929248264e-68,5.5995988612424e-67
"MAPK4|5596",-1.94574568225825,1.84267720465259,1.20721167798635e-68,6.14275811897759e-67
"COCH|1690",1.60777296713786,4.35125841101112,2.52677288704947e-68,1.28208741799951e-66
"TM4SF4|7104",1.60812898162338,4.17371461632687,3.42447789859363e-68,1.73268935252222e-66
"SLITRK1|114798",1.72729413354513,-1.07051913657046,4.80393870757794e-68,2.42382997375042e-66
"CRISP2|7180",1.95593290567156,-1.96003139213354,5.0805674554041e-68,2.55622276285626e-66
"PNLIPRP3|119548",1.61582527806066,2.28590722240243,1.02107774643943e-67,5.12307220154889e-66
"AKR1D1|6718",1.75569724145928,-1.48869822176795,1.10727330689457e-67,5.54006772658506e-66
"SYP|6855",1.63137896732849,1.2714456161693,1.15537148584409e-67,5.76466184131434e-66
"OPCML|4978",1.76125182237125,-1.09801910480935,1.36957944355051e-67,6.81451134766046e-66
"FFAR2|2867",1.62642944083258,1.30397177144726,2.48876561391754e-67,1.2348952474361e-65
"TPTE|7179",-1.96000024901567,-0.157417425493596,3.76893682567335e-67,1.86494885021335e-65
"HPSE2|60495",-2.02540651163548,0.578593937921032,3.92029057067965e-67,1.93451261622384e-65
"LOC100133469|100133469",-2.06449171207848,-0.515793754475222,5.97805181627331e-67,2.94185662257263e-65
"CNTN5|53942",-2.06742662562119,-0.276539759977031,7.376289808626e-67,3.62002506946831e-65
"PLUNC|51297",-2.7223519275654,-2.10255827498334,1.1283936741442e-66,5.52267225476241e-65
"CLDN6|9074",1.59079572018917,2.57517406617859,1.72512196594953e-66,8.42028281314824e-65
"KREMEN2|79412",-1.8832573215325,3.79528233555858,2.32088641569313e-66,1.12974964224065e-64
"RNF182|221687",-1.91350624610945,0.909325466265289,2.6504211810732e-66,1.2866720339037e-64
"NRSN1|140767",2.17675459627146,-2.82807932458877,4.71201100048531e-66,2.28132457117836e-64
"PLA2G2D|26279",-1.9012449591386,1.84342244169041,4.80957274918648e-66,2.32229961615289e-64
"C5orf52|100190949",2.26565397841573,-3.06253229400332,4.9107525052e-66,2.36479722515824e-64
"GAGE13|645051",-2.76081772412673,-1.80943163348923,5.06041534658672e-66,2.43035241859333e-64
"DCDC2|51473",1.58629251335459,2.83137899615685,6.02633771054013e-66,2.88653541217925e-64
"DSCAML1|57453",1.63850041277256,0.287113983259105,1.54499771461208e-65,7.38065131645273e-64
"SFRP1|6422",-1.8610381016404,5.3186494274386,2.28143077832783e-65,1.08697770929243e-63
"INHA|3623",-1.90597452500355,0.988591831185699,2.49200297023022e-65,1.18416289289088e-63
"HPX|3263",-1.93331065784925,0.379729620973963,4.54891743055038e-65,2.15587479914369e-63
"OTX2|5015",-2.09388836581847,-1.20063486784263,4.5795280258886e-65,2.16467058950029e-63
"PNCK|139728",-1.88909119702616,2.03155690705763,8.20143840870686e-65,3.86651539887645e-63
"B4GALNT2|124872",1.61894108751561,0.134583328132989,1.46547190475001e-64,6.89078700343446e-63
"TRIM63|84676",2.06590840464833,-2.45482664931026,1.58161180715031e-64,7.41747030810283e-63
"AMBP|259",-1.85758129250305,2.09055890670017,1.91617111038321e-64,8.96308996997481e-63
"GKN2|200504",-1.86761131887378,1.95616641068775,2.02918935767253e-64,9.4670907123413e-63
"CYP2E1|1571",1.567482073127,3.08227792643736,2.62292192316229e-64,1.22054206175754e-62
"NLRP10|338322",-2.04477226148202,-0.100860411666575,3.79681644618261e-64,1.76223299757964e-62
"ATP12A|479",1.5583420171592,3.33222802225568,6.38915888480802e-64,2.9577853579619e-62
"C1orf187|374946",-2.14285556009182,-0.811140277639868,6.92416174349455e-64,3.19721833513237e-62
"KRTAP5-5|439915",1.93732024974176,-1.84536682131311,1.33607105588393e-63,6.15346366815057e-62
"LAMB4|22798",-2.03381911730814,0.00808896655027252,1.43078883481213e-63,6.57284630457687e-62
"CLDN22|53842",2.51972534770522,-3.38039372496471,1.79418857916939e-63,8.22122838240831e-62
"MUC2|4583",1.54581291340583,7.60685432597876,1.98196791443044e-63,9.05855157226453e-62
"MGC4473|79100",-2.61477018646716,-2.1691045570519,2.22954660192203e-63,1.01642426557674e-61
"C4orf7|260436",-1.83111508275403,4.75535281008075,3.32828219025234e-63,1.51348366332437e-61
"CHST5|23563",1.55007434876873,3.51956286803476,3.9073319166279e-63,1.7723105021836e-61
"KCNV1|27012",1.6892079818912,-1.01023784009972,5.05295277820911e-63,2.28617475572272e-61
"SYNM|23336",-1.81843308829385,7.06607977677323,5.31211106564014e-63,2.39739042615649e-61
"MYH11|4629",-1.81483671346315,10.1201199166257,7.37322759968441e-63,3.31924596855968e-61
"MEP1B|4225",1.73487304222199,-1.28133957517791,1.00965787403596e-62,4.5338686833585e-61
"CCK|885",1.59936876205895,0.404761028440261,1.4123761628703e-62,6.32645901183946e-61
"LGR6|59352",-1.81390267598855,4.58775672724834,1.44842785537024e-62,6.47180625327368e-61
"ARX|170302",1.62871742853608,-0.230248233137368,1.536832734129e-62,6.84977408695411e-61
"HAPLN1|1404",1.54281216478861,2.33353048215935,7.13094166602225e-62,3.17044490606662e-60
"TM4SF5|9032",1.53049249927508,3.34853513450758,1.49556280275733e-61,6.6329133489203e-60
"SLC28A2|9153",1.54708660912278,1.80522033371245,2.29985935114326e-61,1.01748949914373e-59
"NPTX2|4885",-1.80755557690196,2.63162409935095,2.50830376302056e-61,1.10692325896276e-59
"SEMG1|6406",1.58124625935605,0.220029825820098,2.5143340922882e-61,1.10692325896276e-59
"S100A12|6283",1.52199077264812,4.7023115035951,3.08486088727489e-61,1.35477435836752e-59
"CRTAC1|55118",-1.86456822780652,1.11733871264284,3.47041644794909e-61,1.52038098141613e-59
"TRPM6|140803",1.53735290070083,1.67224536848129,4.31180327915648e-61,1.88439441606347e-59
"GABRA2|2555",1.56133529085575,0.896572984401988,5.59616116235103e-61,2.43976327179974e-59
"LOC145837|145837",1.57679359145271,0.631754108171122,5.87539854660884e-61,2.55530045264378e-59
"MAP3K15|389840",1.78133163287546,-2.07476999299744,7.50267377450514e-61,3.25514556371163e-59
"CDH18|1016",1.61575437362425,-0.307207557169568,7.62074548025214e-61,3.2984055497901e-59
"UNC80|285175",1.60530773073301,-0.377911246594015,1.28663211188587e-60,5.55540528694569e-59
"C11orf87|399947",-1.79990929246093,2.04068453070282,2.05738586886977e-60,8.86205395123234e-59
"PCDH9|5101",-1.82520574014873,0.820915535589562,2.70690821421687e-60,1.16319342927664e-58
"SCN1A|6323",-2.80884950244495,-2.51367449239786,2.92866768339741e-60,1.25548279067265e-58
"FAM132A|388581",-1.79747019017318,2.08301830881657,3.23824728433786e-60,1.38489042193516e-58
"SLC45A2|51151",1.8904750194721,-2.40843469764476,4.15921342215241e-60,1.7745318643397e-58
"NKX2-2|4821",1.54628849532485,1.18028952793937,4.2183972047404e-60,1.79551778652955e-58
"FAM101A|144347",1.50614195066453,5.15010995818862,4.40560025799021e-60,1.87076576439764e-58
"APOBEC2|10930",1.61242650968087,-0.433668914348317,9.74618034824676e-60,4.12879460884925e-58
"DDX4|54514",-2.91142212544053,-2.65377060677328,1.43211403572596e-59,6.05261936699053e-58
"PCDHA13|56136",1.59287290132843,-0.597254488186585,2.15839982358647e-59,9.10074592283103e-58
"NPFFR2|10886",-1.87361698880392,-0.117774054246914,4.10744532647551e-59,1.72782044389117e-57
"ASTN1|460",-1.92587603111249,-0.446185111396701,5.206253271677e-59,2.1849233940622e-57
"KRT25|147183",2.64482709671845,-3.62956158493452,1.0382274509469e-58,4.33689336602518e-57
"NRK|203447",-1.78365422878346,1.09835762499751,1.16142441917314e-58,4.84025647730579e-57
"POU3F3|5455",1.9622301733538,-2.66661303495176,1.26591334269378e-58,5.26350357904299e-57
"PAPL|390928",1.50575345119333,1.73496584810236,1.94025665361515e-58,8.03015898899431e-57
"XKR4|114786",-2.28393202074637,-1.63868951240107,2.10357155280361e-58,8.68605798424333e-57
"ATP1A2|477",-1.78427816420313,2.4116420546948,2.32393526615338e-58,9.57397368134107e-57
"STAB2|55576",-2.05115069637073,-0.989649666370059,2.82626694987064e-58,1.16167979298802e-56
"CNTN2|6900",-2.01203648967226,-0.756144404334277,2.96506270651782e-58,1.21594649165464e-56
"DACH2|117154",1.82586374581319,-2.09664411483328,3.63174355782991e-58,1.48595393589387e-56
"KEL|3792",-1.82415656037999,0.288552172588749,5.70563730735369e-58,2.32391513185231e-56
"UGT1A8|54576",1.62128804987901,-1.06517704744056,9.24069381774894e-58,3.7552339899187e-56
"ITLN2|142683",1.57957871259733,-0.647686722362375,1.28365022478324e-57,5.20472355249583e-56
"RALYL|138046",1.82234496677268,-1.54815010620946,1.4488973614689e-57,5.86150774925773e-56
"APOA4|337",-1.72257022958574,2.52513100320938,3.81841690611211e-57,1.54126751612552e-55
"TMEM155|132332",-1.96753538749084,-0.707513944398416,1.06851032232524e-56,4.29364259722728e-55
"GRIN2C|2905",1.51272465317785,0.459178116509346,1.70960084092733e-56,6.83916487856053e-55
"PI16|221476",-1.76173651234595,1.95323372889934,2.55169161435227e-56,1.01852188393323e-54
"HEPN1|641654",-2.81271595279019,-2.72225705961284,5.51547091192495e-56,2.18695118145687e-54
"OLAH|55301",1.68927084934474,-1.56353069922159,6.04465245107813e-56,2.39149883978558e-54
"KIAA0408|9729",-2.00133070919798,-0.475685409229424,6.23312938358062e-56,2.46064769204121e-54
"RNF165|494470",-1.72328732536584,1.95594648919356,6.64863451992997e-56,2.61892046594259e-54
"RPS6KA6|27330",-1.84775361516628,-0.439830385171544,7.51147637835188e-56,2.95232251002093e-54
"COL25A1|84570",-2.12106046794515,-1.64108063223237,1.3563456756337e-55,5.3193626693739e-54
"DPP6|1804",-2.10318408199212,-1.27668156556556,3.93993107828524e-55,1.53512021753057e-53
"TRPM1|4308",-2.41302688070336,-2.18685027271625,4.64382796957874e-55,1.80546402574834e-53
"ATOH1|474",1.51964299338617,0.0831743599517388,4.6993729874049e-55,1.82311312310511e-53
"NRXN1|9378",-1.74295241656159,0.867060089003741,4.8197488824335e-55,1.86578296177307e-53
"CCKBR|887",1.57664632759495,-0.4761362257351,6.53661370430077e-55,2.51954196044314e-53
"PTPRD|5789",-1.67971667014082,3.58503080245542,1.44946196587004e-54,5.56308457926445e-53
"C9|735",-2.00165107548345,-1.24541112492581,1.97452742659582e-54,7.56214533827594e-53
"ASGR2|433",-1.74117045520849,0.155497489972748,2.45045101178939e-54,9.36489384548106e-53
"C17orf77|146723",1.50756269303004,0.0489687116626144,3.41463376416273e-54,1.3022006724393e-52
"C6orf15|29113",-1.67552858813773,3.26492642404663,3.58766270142928e-54,1.36528808142103e-52
"VCX2|51480",-2.5478508568932,-2.52465148273587,3.75448275179094e-54,1.42575093420019e-52
"MYBPH|4608",-2.78265419447414,-2.69567930305575,4.26381406707453e-54,1.61575165132474e-52
"EMID2|136227",1.5056396085659,-0.117484069245638,5.20270088489127e-54,1.96325448097515e-52
"CILP|8483",-1.67445630660514,3.32529337577131,6.63942524394699e-54,2.50015421869551e-52
"RXFP1|59350",-1.76457951814655,0.00730381483159848,8.11973328784018e-54,3.05118513213777e-52
"LECT1|11061",1.99136724961124,-2.93011828365076,1.49495809148566e-53,5.60593679316605e-52
"CBLN1|869",1.87052985058698,-2.49606911816243,1.68133210825824e-53,6.29168486011135e-52
"ZNF560|147741",-2.52963246253919,-2.49786409339309,1.68642608386214e-53,6.29762688530805e-52
"C7|730",-1.65790078237234,4.44003213743322,1.91747706938939e-53,7.14558570962078e-52
"SLC22A1|6580",1.5177706141817,-0.256236353538939,2.06336160512058e-53,7.67331286773826e-52
"LEMD1|93273",-1.70659027082846,0.95288136933614,3.4261488198591e-53,1.26626512556192e-51
"GYS2|2998",-1.81856961029928,0.521287281054238,4.03451807046079e-53,1.48804956019747e-51
"VCX3B|425054",1.60509283095349,-1.93889080859161,7.45310324872104e-53,2.74329181462146e-51
"GSTM1|2944",-1.64178524074757,5.17499115825199,1.07322899753955e-52,3.93415086812355e-51
"C1orf230|284485",2.03044386226637,-2.92828411631378,1.08451910251272e-52,3.96744035016975e-51
"GAGE2C|2574",-1.79889124799957,-0.850419721219276,1.09299852380493e-52,3.990333228574e-51
"ATP8A2|51761",-1.71050808197096,0.0347989638070066,7.28410009549581e-52,2.64852238694931e-50
"LOC727924|727924",-4.64395704242313,-3.6261199608133,8.13130625621536e-52,2.95059642372e-50
"CCDC108|255101",1.51926862404968,-0.6444381972536,1.17043043758636e-51,4.23856280643674e-50
"KRT4|3851",-1.61957953762505,10.5952953506397,1.18467594999835e-51,4.2815189967546e-50
"PLD5|200150",-2.17072310982834,-1.77922527853806,1.38436251841679e-51,4.98315021158365e-50
"HULC|728655",-2.16341368409132,-2.04103209816301,1.45609600400845e-51,5.23087928479995e-50
"CXorf49B|100132994",-1.68859193933945,0.453287794850443,2.14901974182904e-51,7.68938099656039e-50
"MGAT4C|25834",-2.04942740099568,-1.6178817738914,3.31917896846128e-51,1.18527023124257e-49
"GADL1|339896",-2.26174348488109,-2.12719940805498,3.61452254152808e-51,1.28817567243903e-49
"SLC6A18|348932",2.37239907022017,-3.51292233293696,4.31388273821996e-51,1.53437548007736e-49
"SCN9A|6335",-1.61349058038652,4.18834818507261,4.36301555360329e-51,1.54878429592534e-49
"MAB21L2|10586",1.54034872503747,-1.10415443336184,1.17052599988153e-50,4.13064597443458e-49
"PADI4|23569",1.68037584868795,-2.03791388726718,1.93309935599473e-50,6.78170520163621e-49
"SPP1|6696",-1.59367414892894,8.1519679082558,3.22996662422895e-50,1.13092905466667e-48
"FAM129C|199786",-1.73101144541633,-0.205528819017993,3.5141116020359e-50,1.22802475867254e-48
"CACNA1E|777",-1.66453552519089,0.430633234841307,3.72858443609697e-50,1.30044337167328e-48
"KHDC1L|100129128",-1.68020215788609,0.607272949240907,4.21993372542156e-50,1.4689622010857e-48
"KCNA10|3744",1.85259382258314,-2.8489046441388,4.8682994362086e-50,1.69138093758566e-48
"ELAVL3|1995",1.74709400910439,-2.28613837150845,8.43790446125927e-50,2.92026281181385e-48
"LDHAL6A|160287",1.64187877711194,-1.90154888389149,8.66226051230563e-50,2.99214467926988e-48
"ANKRD26P1|124149",-1.94554122986592,-1.59199866744935,1.3768717702159e-49,4.73781048594214e-48
"GLP1R|2740",1.56672484221784,-1.54842684815904,2.6076182645687e-49,8.9215312891777e-48
"SORCS1|114815",-1.7729385983315,-0.429245008007612,2.786079736469e-49,9.5139855943833e-48
"ALDH3A1|218",-1.57157940832306,8.593909010836,5.0761604974816e-49,1.72685596317736e-47
"ANKRD34B|340120",-1.75180272884172,-0.550174126652869,5.47099411183472e-49,1.85765588349292e-47
"KRT86|3892",-1.67149152328599,0.0886018024997872,5.88994908057193e-49,1.99237787919459e-47
"CCDC144NL|339184",-1.80453207413944,-0.863646556465104,9.23118217734238e-49,3.11673861408691e-47
"GAL3ST3|89792",-2.50363147446349,-2.61749681671232,1.70060351880911e-48,5.72026973873582e-47
"TDRD12|91646",-1.78965040356214,-0.879030785077014,1.72245273042128e-48,5.78293382127608e-47
"LOC285780|285780",-2.63708510876664,-2.7781500558276,3.35931970119832e-48,1.12365177789431e-46
"CRISP3|10321",-1.57119019328158,4.36306915312998,3.70118219775378e-48,1.23569952855118e-46
"CHRDL1|91851",-1.56500538064265,3.62139460506067,4.44815797001359e-48,1.4823342014357e-46
"NDST4|64579",1.94951618921282,-3.08063788064322,4.57373853975149e-48,1.5213609565003e-46
"GHRHR|2692",2.37197305930054,-3.69713733781902,5.54988286488935e-48,1.84264317965143e-46
"FCER2|2208",-1.67271604251185,0.155696334195906,8.84853507577299e-48,2.93242411496374e-46
"PNLDC1|154197",-1.58818731527075,0.9950231358696,9.62029995657039e-48,3.18231727108503e-46
"IRS4|8471",-1.61698964301419,-0.110242515145568,2.25865960262568e-47,7.43041094915064e-46
"BAGE|574",-2.41477569390379,-2.75032639487915,2.76131451262807e-47,9.01795114105915e-46
"EDAR|10913",-1.5419264609527,4.10707397472501,3.56537368096061e-47,1.16227299559736e-45
"FMO6P|388714",-1.74987975105553,-1.04070610402271,4.13862595373193e-47,1.34670288733574e-45
"GC|2638",-1.53835474009041,4.25887112185256,4.26907263619094e-47,1.38663802335012e-45
"DNAJC5G|285126",2.05288211614213,-3.37501593379457,4.51333894910626e-47,1.46333202534019e-45
"CHRM2|1129",-2.00421683284357,-1.85173636007183,5.29871772442962e-47,1.71179078716196e-45
"MSH4|4438",1.64483490134512,-2.35710013413045,5.81665332331241e-47,1.87574016146028e-45
"KCNMA1|3778",-1.53588088143248,5.04753026093531,6.72665050086471e-47,2.16530638524251e-45
"SMYD1|150572",-2.26139025551418,-2.46184381915234,1.05672406800128e-46,3.3955058514202e-45
"CHODL|140578",-1.55098462858228,1.87906927133845,1.1874811850216e-46,3.80884590095679e-45
"KCNJ6|3763",1.66110463849521,-2.26569635300487,1.62635147761397e-46,5.20722375060644e-45
"PABPC4L|132430",-1.54630725179028,1.59998431338614,2.44499253357306e-46,7.78669430638995e-45
"FOXI2|399823",-2.05445817555707,-1.72326979104979,2.54663799753149e-46,8.09605517020541e-45
"NTSR1|4923",-1.52916942055337,3.08415594609678,3.17424065624637e-46,1.00734471143988e-44
"FREM2|341640",-1.51803769595799,4.97312497807617,4.7310265828107e-46,1.49874249524596e-44
"LRMP|4033",-1.52787598447845,2.78900804779899,5.87435617836604e-46,1.85766171964456e-44
"SLITRK2|84631",-2.04935047247285,-1.88738189658537,7.46432355067785e-46,2.35217858977676e-44
"SRRM4|84530",1.73263397015492,-2.60814352704198,1.21095504304128e-45,3.80931251893299e-44
"C1orf127|148345",1.54383438519281,-1.73745453810874,1.36172242544839e-45,4.27609409194125e-44
"FGF20|26281",1.55336584104963,-1.76497539789828,1.7568162136843e-45,5.5071436003835e-44
"RYR2|6262",-1.51636955594581,2.92275342165554,1.96896603505249e-45,6.14002915305779e-44
"MYO3A|53904",-1.5208535443382,1.49562038241946,2.85960982004372e-45,8.90196041379987e-44
"PLG|5340",1.83549943979992,-3.10363511499117,3.89263473458735e-45,1.20968001907713e-43
"TCERG1L|256536",-1.77743159922396,-0.675283094080797,6.66780244078408e-45,2.05785339246329e-43
"ARSF|416",-1.87846772555216,-1.15589485918946,6.95981639370548e-45,2.14429197364902e-43
"SNAP91|9892",-1.85142047625263,-1.62933870137155,1.15376251771744e-44,3.54254399029756e-43
"KRT74|121391",-1.72213676880781,-0.910100011345817,1.94512885976003e-44,5.93181741579111e-43
"ADAMTS19|171019",-1.6847343391258,-1.07565864217588,2.02949598080251e-44,6.17861132324995e-43
"HTR4|3360",1.80598007545093,-2.85796847850328,2.3569167865207e-44,7.1391128700649e-43
"SP9|100131390",-1.69930460675061,-0.691570294271284,4.11640901085249e-44,1.24267123786441e-42
"OR56A3|390083",-2.19051571754813,-2.66392601735484,6.47026160057733e-44,1.94671421892077e-42
"SLITRK4|139065",-1.67646215697646,-0.809519015599223,8.07304752905406e-44,2.42083605537344e-42
"SLC22A9|114571",-2.05081384525246,-2.18399219446776,1.12461694045366e-43,3.36112637012123e-42
"EYA1|2138",-1.52867547208698,0.447648996322447,1.13913577773129e-43,3.39886326239359e-42
"TCEAL2|140597",-1.56206833108351,0.061091687861224,5.88893499875121e-43,1.74549588197309e-41
"SLC22A7|10864",1.91281315192905,-3.23734669743877,9.84319430129962e-43,2.90317661806147e-41
"DKK4|27121",-1.66147732851206,-0.517720208947313,1.92491005590639e-42,5.64954810852788e-41
"KRT38|8687",-2.33265970394888,-2.77191970675524,2.07323527528397e-42,6.07495138901315e-41
"STON1-GTF2A1L|286749",-1.76259865798192,-1.08164196147603,2.39878240234768e-42,7.01741522979952e-41
"DPPA3|359787",1.92362643685444,-3.15100293403557,3.89336267085451e-42,1.13159515038655e-40
"LOC285735|285735",-2.92222239195361,-3.32160644460134,3.9848316719863e-42,1.156309313283e-40
"A2BP1|54715",-2.08676394700438,-2.38623502931732,5.10846438002693e-42,1.47997156764587e-40
"ARMS2|387715",-2.48340601636611,-2.88667733287912,1.30520759113903e-41,3.75106220032628e-40
"ZMAT4|79698",-1.83126452924569,-1.79809992557496,1.51758930739435e-41,4.35446312131266e-40
"GUCY2E|390226",-2.97854324290687,-3.41634272291488,3.42873487527652e-41,9.76021170043058e-40
"C17orf78|284099",-1.59749053661486,-0.826948578092983,4.00283208460299e-41,1.13764034657657e-39
"FAM71F1|84691",-1.96094129285116,-2.17832533446812,5.27629179671273e-41,1.49483837937783e-39
"C14orf86|283592",-2.84178751743578,-3.29158304368472,7.11287683173363e-40,1.99005441824921e-38
"CYP4F8|11283",-1.79908363232161,-2.14061659841605,1.6982988315392e-39,4.72943311815615e-38
"ANO4|121601",-1.55223116175176,-0.930583418641683,6.24669381982028e-39,1.71302464720018e-37
"VWC2|375567",-1.97814582783659,-2.31188273781536,8.24055648675814e-39,2.25635481120655e-37
"NF1P1|440225",-3.54689337032966,-3.75910845932416,1.48926161791506e-38,4.05304805772581e-37
"CFC1B|653275",1.5656812373969,-2.1554920424186,5.07670811397302e-38,1.36101240512214e-36
"ADRB3|155",-1.91545359200841,-2.30927444841593,6.10447059382779e-38,1.63410582423748e-36
"XKR5|389610",-1.53976095808625,-1.01980600570173,9.25471998955969e-38,2.4663691461791e-36
"SERPINB10|5273",-1.90551763096088,-2.3365866196353,1.64407215703052e-37,4.33639120184761e-36
"KRT37|8688",1.6882076627405,-3.00078035971697,1.75171901769291e-37,4.60679018972181e-36
"AADACL3|126767",-2.25860295634246,-2.92480030611813,2.17100020077516e-37,5.6927745410691e-36
"DCAF12L1|139170",-2.79067652763514,-3.46520040842004,2.59376382141744e-36,6.5897009561952e-35
"CGB5|93659",-1.61537961747979,-1.59317133404193,3.62862758398801e-36,9.16700543791738e-35
"PLA2G1B|5319",-2.19312247979628,-2.96281220533659,5.25311706856951e-36,1.32523158406805e-34
"ANGPTL7|10218",-1.57981069025827,-1.33765260217118,8.79125720675935e-36,2.20235093372122e-34
"NLRP5|126206",-2.06884769561648,-2.84261722966824,1.01801191182984e-35,2.53965693892884e-34
"RTP1|132112",-1.9591007399753,-2.65883141607892,1.08860696374515e-35,2.71200530967967e-34
"CHRNA4|1137",-1.84400620306881,-2.25031530372546,1.32109490251686e-35,3.27518189312314e-34
"KRT12|3859",-1.92145805667702,-2.40451112728453,2.6783709981719e-35,6.59930039357525e-34
